title_en,content_en,url
List of wars involving the United States in the 18th century,"This is a list of military conflicts, that the United States has been involved in the 18th century. This list is part of a larger series of list articles that cover the various wars involving the United States from its colonial roots to the present. They are: For the criteria of what may be permitted on this list, see Lists of wars involving the United States. Key 18th-century wars See also List of notable deployments of U.S. military forces overseas Timeline of United States military operations Military history of the United States United States Armed Forces List of American military installations List of United States drone bases Social history of soldiers and veterans in the United States Confederation of United States of America Notes",https://en.wikipedia.org/wiki/List_of_wars_involving_the_United_States_in_the_18th_century
List of wars involving the United States in the 19th century,"This is a list of military conflicts, that United States has been involved in the 19th century. This list is part of a larger series of list articles that cover the various wars involving the United States from its colonial roots to the present. They are: For the criteria of what may be permitted on this list, see Lists of wars involving the United States. Key 19th-century wars See also List of notable deployments of U.S. military forces overseas Timeline of United States military operations Military history of the United States United States Armed Forces List of American military installations List of United States drone bases Social history of soldiers and veterans in the United States Itata incident Notes",https://en.wikipedia.org/wiki/List_of_wars_involving_the_United_States_in_the_19th_century
List of wars involving the United States in the 20th century,"This is a list of military conflicts, that United States has been involved in the 20th century. This list is part of a larger series of list articles that cover the various wars involving the United States from its colonial roots to the present. They are: For the criteria of what may be permitted on this list, see Lists of wars involving the United States. Key 20th-century wars See also List of notable deployments of U.S. military forces overseas Timeline of United States military operations Military history of the United States United States Armed Forces List of American military installations List of United States drone bases Social history of soldiers and veterans in the United States Perdicaris affair USS Liberty incident USS Stark incident Notes",https://en.wikipedia.org/wiki/List_of_wars_involving_the_United_States_in_the_20th_century
List of wars involving the United States in the 21st century,"This is a list of military conflicts, involving the United States in the 21st century. This list is part of a larger series of list articles that cover the various wars involving the United States from its colonial roots to the present. They are: For the criteria of what may be permitted on this list, see Lists of wars involving the United States. Key 21st-century wars See also List of notable deployments of U.S. military forces overseas Timeline of United States military operations Military history of the United States United States Armed Forces List of American military installations List of United States drone bases Social history of soldiers and veterans in the United States Notes",https://en.wikipedia.org/wiki/List_of_wars_involving_the_United_States_in_the_21st_century
Lists of wars involving the United States,"This is an index of lists detailing military conflicts involving the United States, organized by time period. Although the United States has formally declared war only five times and these declarations cover a total of 11 separate instances against specific nations, there are currently 198 non-colonial military conflicts included in these lists, eight of which are ongoing. Between all six lists, there are currently 236 military conflicts. Formal declarations of war include the War of 1812 (United Kingdom), the Mexican–American War (Mexico), the Spanish–American War (Spain), World War I (Germany and Austria-Hungary) and World War II (Japan, Germany, Italy, Bulgaria, Hungary and Romania). Since World War II, the U.S. has engaged in numerous military operations authorized by Congress or initiated by the executive branch without formal declarations of war; notable examples include the Cold War (the Korean War, the Vietnam War, and the Gulf War) and the War on terror (the War in Afghanistan, and the Iraq War). As of the current date, the United States is involved in 8 publicly known military engagements across 6 different wars. Wars with direct U.S. involvement include War on terror (Somalia, Syria and Yemen), the war on cartels (Operation Southern Spear) and the Iran war. Wars with indirect U.S. involvement include the Russo-Ukrainian war (U.S. involvement), the Gaza war (U.S. involvement), and the Israel–Hezbollah conflict. Lists Notes",https://en.wikipedia.org/wiki/Lists_of_wars_involving_the_United_States
List of wars involving Venezuela,This list includes all major armed conflicts involving the Bolivarian Republic of Venezuela and its predecessor states from the 18th century to the present. Table War of Jenkins' Ear (War of the Austrian Succession): Battle of La Guaira – 1743 Battle of Puerto Cabello – 1743 Anglo-Spanish War: Cutting out of the Hermione – 1799 Invasion of Venezuela – 1806 Battle of La Vela de Coro – 1806 War of 1812 (Sixty Years' War): Battle of La Guaira – 1812 See also Venezuela during World War I Notes,https://en.wikipedia.org/wiki/List_of_wars_involving_Venezuela
List of wars involving Vietnam,"This is a list of wars involving the Socialist Republic of Vietnam and its predecessor states. Color legend: Red: Involved with China Yellow: Involved with Champa Brown: Civil war White: Internal conflict, throne crisis Ancient era Hồng Bàng dynasty (2879–258 BC) Thục dynasty (258–207 BC or 208–179 BC) Triệu dynasty (207 BC or 179–111 BC) First, Second and Third Chinese domination era First Chinese domination (111 BC – 40 AD) Trưng Queen (40–43) Second Chinese domination (43–541) Early Lý dynasty (544–602) Third Chinese domination (602–905) Independent monarchical era Autonomous period under Khúc clan and Dương clan (905–938) Ngô dynasty (939–965) Đinh dynasty (968–980) Early Lê dynasty (980–1009) Later Lý dynasty (1009–1225) Trần dynasty (1226–1400) Hồ dynasty (1400–1407) Fourth Chinese Domination era Revived monarchical era Later Lê dynasty – Initial period (1428–1527) Mạc dynasty (1527–1677) Trịnh lord – Tonkin (1545–1787) Nguyễn lord – Cochinchina (1558–1777) Trịnh-Nguyễn War (1627–1775) Tây Sơn dynasty (1778–1802) Nguyễn dynasty – Independent period (1802–1883) Colonial era French Indochina (1858–1945) Japanese Indochina (1940–1945) Modern era Democratic Republic of Vietnam – North Vietnam (1945–1976) State of Vietnam and Republic of Vietnam – South Vietnam (1949–1975) Unification era Socialist Republic of Vietnam (1976–present) Notes Citations Works cited Ngô Sĩ Liên (1993). Đại Việt sử ký toàn thư (PDF) (in Vietnamese) (Nội các quan bản ed.). Hanoi: Social Science Publishing House. Retrieved 20 June 2025. Quốc sử quán triều Nguyễn [National History Institute of the Nguyen Dynasty] (1884). Khâm Định Việt Sử Thông Giám Cương Mục [The Imperially Ordered Annotated Text Completely Reflecting the History of Viet] (PDF) (in Vietnamese). Hanoi: Education Publishing House. Retrieved 24 December 2025.",https://en.wikipedia.org/wiki/List_of_wars_involving_Vietnam
List of wars involving Zimbabwe,This is a list of wars involving the Republic of Zimbabwe. Notes,https://en.wikipedia.org/wiki/List_of_wars_involving_Zimbabwe
Historical weaponry of the Australian Army,"Since the formation of the Australian Army on 1 March 1901, it has used a variety of weaponry and equipment, sourced mainly from British, American and less frequently, other European manufacturers, but also weapons and equipment produced by local Australian manufacturers. The Australian Army came into being when the six British colonies of Australia all held referendums to join, and voted in favour of forming a federation, creating the modern nation of the Commonwealth of Australia on 1 January 1901. Prior to doing so, each of the Australian colonies were responsible for their own defence, and all had separate colonial armies. As each colonial army was responsible for the defence of their own colony, each colony separately contracted the purchase of their own equipment, so at the time that each colonial army merged into the newly formed Australian Army, there was a variety of incompatible equipment used by the various interstate units. One of the first tasks of the newly formed Army following restructure and the creation of unified hierarchy and command chains, was to uniformly equip the new national army. This was no easy task, as at the time of the foundation of the Australian Army, all six colonial armies were in the field involved in the Second Boer War. Whilst badge-changing ceremonies were performed and hats and uniforms supplied, it proved impractical to fully re-equip in the field. Consequently, the Martini–Henry rifle, which was favoured by the majority of colonial units, continued in use until about 1910. Second Boer War The Australian Army was founded by a merger of the six separate armies of the six independent Australian British colonies. When those forces merged officially on 1 March 1901, during the Second Boer War in South Africa, all six colonies had troops already engaged in combat in the field. It was obviously impossible and unnecessary to completely re-equip and re-uniform the forces while they were deployed, and most of the colonial armies wore similar khaki uniforms anyway. A symbolic ceremony to replace colonial badges was held in the field during which Australian soldiers were given the Rising Sun Badge, the new symbol of the Australian Army, for the first time. Infantry weapons Side-arms Beaumont–Adams revolver (.450 calibre) Enfield revolver (.476 calibre) Webley revolver (.455 calibre) Long-arms Martini–Henry rifle (.577/.450 calibre) Snider–Enfield rifle (.577 calibre) Lee–Enfield rifle (.303 calibre) Lee–Metford rifle (.303 calibre) Horses Waler horse First World War By the outbreak of World War I, the equipment of the Australian Army had become standardised, and was essentially the same as most of the armies of the British Empire. The one major difference was the preference of kangaroo leather over canvas for webbing and other equipment, straps and belts. Aircraft (The Australian Flying Corps which served in WWI was an Army unit, not a separate airforce.) Second World War At the beginning of World War II, the Australian Army was continuing with the practice of sourcing military equipment from the United Kingdom as it had done in the colonial era and the first three decades of the twentieth century. However, as the war progressed, Britain's difficulties in keeping up production demand, Australia's geographic isolation, and a differing focus on war policies and theatres, caused Australia increasingly to obtain arms, equipment, and military assistance from the United States. Korean War When the Korean War began many Australian units were still equipped with weapons that they had used during World War II. Whilst there were minor changes such as the replacement of the British QF 4.5 inch Howitzer by the American-built 105 mm Howitzer M3 as the primary artillery piece, the most dramatic changes to Australian equipment during the Korean War period were to the aircraft used by the Royal Australian Air Force. Important lessons learned during the Korean War later influenced the way the Au",https://en.wikipedia.org/wiki/Historical_weaponry_of_the_Australian_Army
List of former equipment of the Austrian Army,"For a list of equipment currently in use by the Austrian Armed Forces, see List of equipment of the Austrian Armed Forces. First Austrian Republic (1919-1938) Infantry weapons Steyr M1912 Rast & Gasser M1898 Steyr-Mannlicher M1895 Mauser C96 MP 34 MG 30 Schwarzlose MG M.07/12 Armored car ADGZ OA vz. 23 (police) Tankette Carro Veloce CV-33 Carro Veloce CV-35 ADMK Mulus Towed artillery Skoda 75 mm Model 15 Skoda 100 mm Model 1916 10 cm Feldhaubitze M 99 Böhler 47mm Model 1935 Anti-tank gun Aircraft (Austrian Air Force (1927-1938)) Breda Ba 28 Caproni Ca.100 Caproni Ca. 133 De Havilland DH.60 DFS Habicht Fiat CR.20 Fiat CR.30 Fiat CR.32 Fiat A 120/A Focke-Wulf Fw 44 Focke-Wulf Fw 56 Focke-Wulf Fw 58 Gotha Go 145 Hopfner HS 9/35 IMAM Ro.37 Junkers F 13 Udet U 12 Second Austrian Republic (since 1955) Infantry weapons M1911 pistol M1935 (FN HP) Radom M35 Tokarev TT Luger P08 Walther P38 Walther PPK M1 Garand M1 Carbine Steyr MPi 69 MP40 PPSh-41 Browning Automatic Rifle StG 58 MG 42 M1919 Browning machine gun Bazooka M72 LAW M40 recoilless rifle 20 mm Fliegerabwehrkanone 65/68 Vehicles T-34 M24 Chaffee M41 Walker Bulldog M42 Duster Charioteer M47 Patton M60 Patton AMX-13 SK-105 Kürassier Schützenpanzer A1 M578 Light Recovery Vehicle Jaguar 1 M8 Greyhound M3 Half-track GMC CCKW Willys MB Aircraft See: List of military aircraft of Austria and Austrian Air Force",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Austrian_Army
List of former equipment of the Finnish Army,"This is an (incomplete) list of former equipment used by the Finnish Army. For current equipment, see here. Tanks (and tank-based armoured vehicles) Post-Cold War Cold War era tanks World War II tanks Pre-war tanks Other armoured vehicles IFVs and APCs Armoured cars Various vehicles Artillery Field guns Light field guns (63–84 mm) Medium field guns (105–122 mm) Heavy field guns (130–155 mm) Howitzers Medium howitzers (105–122 mm) Heavy howitzers (150–155 mm) Super-heavy howitzers (203–210 mm) Infantry guns Mountain artillery Mortars Super-heavy mortars (160–300 mm) Heavy mortars (120 mm) Medium mortars (81–107 mm) Light mortars (47–60 mm) Multiple rocket launchers Railroad artillery Self-propelled artillery Siege artillery Siege guns Siege mortars Infantry weapons Handguns Submachine guns Assault rifles Service rifles Heavy automatic weapons Anti-aircraft weapons Anti-aircraft guns Self-propelled anti-aircraft guns Surface-to-air missile systems Anti-tank weapons Anti-tank rockets and missiles Anti-tank guns Anti-ship missiles Radars Notes Table notes",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Finnish_Army
List of former equipment of the Hellenic Armed Forces,"List of former equipment of the Hellenic armed forces from 1821 until after 1945. Offensive weapons Greek war of independence (1821–1829) and after (1830–1911) Edged weapons Bayonet (made in different countries, to attach on rifles and muskets) Improvised knife (Greek made) Janbiya dagger (Arabian made) Khanjali dagger sword (Caucasian made, also known as Kinzhal) M1730 sword (Austrian made) Yatagan sabre (Turkish captured and Greek made) Pistols and revolvers Agrafa flintlock pistol (Greek made) Chamelot-Delvigne M1873, M1874 and M1884 revolver (French made) Ktoros M1837 caplock pistol (Greek made) Mylonas Pistol M1877 (Greek made) Lefaucheux M1854 revolver (French made) Nagant M1895 revolver (Belgian made) Rifles and muskets Berthier M1892 carbine (French made) Boyliya flintlock musket (Turkish captured) Brown Bess flintlock musket (British made) Carlo & figlio Lazarin M1790 flintlock musket (Italian origin and Greek made) Carlo & figlio M1800 and M1820 flintlock musket (Italian origin and Greek made) Charleville flintlock musket (French made) Chassepot Μ1866 rifle (French made) Comblain M1870 rifle (Belgian made) Gras M1874 rifle (French made) Ktoros M1837 caplock musket (Greek made) Lebel Model 1886 rifle (French made) Mannlicher M1895 rifle (Austrian made) Mylonas M1872 rifle (Belgian made and Greek origin) Nafplion M1833 caplock musket (French and Greek made) Rasak flintlock musket (Balkan origin and Greek made) Sishane M1812 flintlock musket (Turkish captured) Tufek flintlock musket (Turkish captured) Vasilopulos M1901 rifle (Greek made) Grenades Improvised bombs and grenades (Greek made) Special weapons Vasiliadis sea mine (Greek made) Artillery Trieste mountain cannon (Italian made) Other vehicles Horses (Origin from different countries and Greek bred) Horse-drawn carriages (made in various countries, including Greece) Steam powered carriages (made in different countries, to carry supplies) Ships Afroessa Steamship (Scottish made) Aktion Ι steam gunboat (British made, also known as Spetses ΙΙ) Alexandros Brig (Russian captured) Amfitriti ΙΙΙ steam gunboat (British made) Amfitriti IV steamship (British made, also known as Malvina and Bubulina) Aris Barco (Italian made, also known as Iraklis) Aris Brig (Italian made, also known as Athina) Arkadion Steamship (British made) Emmanuil Ship of the line (Russian made) Enosis Steamship (British made) Epihirisis Paddle steamship (British made) Ermis Ι paddle steamship (British made) Hellas Ι frigate (American made, one of two ordered from American shipyard, also known as Elpis) Hydra Ι corvette (Greek made) Hydra ΙΙ steam gunboat (British made, renamed Amvrakia ΙΙ) Hydra-class ironclad battleships (French made) Hydra Psara Spetses Kalavria Paddle steamship (British made) Karteria Paddle steamship (British made, it was the first steam powered warship to be used in combat) Kissa-class steamships (British made) Aidon Ι Kihli Ι Kissa Ι Kriti Ι steamship (British made) Miaulis II cruiser (French made) Orfefs Brig (Russian made) Panellinion Steamship (British made) Panopi I steamship (Scottish made) Panopi ΙI steamship (Scottish made) Paralos Steamship (Scottish made) Patra Ι corvette (Russian made, also known as Ariadni) Persefs Brig (Russian made) Pliksavra Steamship (Scottish made) Poros Amalia Ι corvette (Greek made) Poros Athina Ι paddle steamship (Greek made, also known as Othon) Poros Messologion corvette (Greek made, also known as Ludovikos) Psara Ι corvette (Greek made, renamed Prigips Maximilianos) Psara ΙΙ steamship (Scottish made, renamed Kanaris ΙΙ) Psara Galiot (Greek made) Salaminia Ι steamship (Scottish made) Sfendoni Steamship (Scottish made, also known as Nafplion) Spetses Ι Agamemnon corvette (Greek made) Vasilefs Georgios Ironclad corvette (British made) Vasilissa Olga Ironclad corvette (Austrian made) Submarines Gryparis Submarine (Greek made, possibly available to the Hellenic navy) Nordenfelt I Pireas (British origin, Swedish made and Greek assembly)",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Hellenic_Armed_Forces
List of former equipment of the Iraqi Ground Forces,"The following is a list of former equipment used by the Iraqi Ground Forces. For a list of current equipment, please see List of current equipment of the Iraqi Ground Forces. For a list of Former Iraqi Air Force equipment, please see Former Iraqi Air Force equipment. Pre-1958 equipment Small arms Handguns Submachine guns Rifles Light machine guns Anti-tank rifles Rocket launchers Tanks and tankettes SPG Аrmored cars Cars Trucks Tractors Engineering vehicles Howitzers AA guns Mortars 1958–2003 equipment Small arms Handguns Submachine guns Assault rifles Rifles Machine guns Sniper rifles Hand grenades Rocket launchers Grenade launchers Recoilless guns Anti-tank missiles Man-portable air-defense systems Mortars Towed artillery Anti-tank guns Anti-aircraft artillery Tanks Tank destroyers Reconnaissance vehicles Armoured fighting vehicles Self-propelled artillery Engineering vehicles Ground surveillance radars Tactical ballistic missiles based on SCUD and Luna Conversion rocket 5Я23, 5В27Д, 2К12, Р-15/HY-2 to surface to surface missiles Iraqi liquid-propellant ballistic missiles Iraqi solid-propellant ballistic missiles Anti-ship missile Radar systems Light utility vehicles Trucks Bibliography Cullen, Tony; Foss, Christopher F., eds. (1 March 1992). Jane's Land-based Air Defence 1992-93 (5 ed.). Jane's Information Group. ISBN 978-0-7106-0979-3. Gander, Terry J.; Cutshaw, Charles Q., eds. (1 February 2002). Jane's Infantry Weapons, 2002-2003 (28th ed.). Jane's Information Group. ISBN 978-0-7106-2434-5. Foss, Christopher F., ed. (1991). Jane's Military Vehicles and Logistics 1991-92. Jane's Information Group. ISBN 978-0-7106-0950-2. Hogg, Ian V., ed. (1 January 1988). Jane's Infantry Weapons, 1988-89. Jane's Information Group. ISBN 978-0-7106-0857-4. International Institute for Strategic Studies (1989). The military balance, 1989-1990. London: Brassey's. ISBN 978-0080375694. McNab, Chris (20 January 2022). Armies of the Iran–Iraq War 1980–88. Bloomsbury Publishing. ISBN 978-1-4728-4558-0. National Training Center (1 January 1991). The Iraqi Army: Organization and Tactics. Paladin Press. ISBN 978-0-87364-632-1. Tucker, Spencer C. (20 August 2014). Persian Gulf War Encyclopedia: A Political, Social, and Military History. Bloomsbury Publishing USA. ISBN 978-1-61069-416-2. U.S. Army Intelligence and Threat Analysis Center (1991). How They Fight Desert Shield: Order of Battle Handbook : Friendly Forces. U.S. Army Intelligence and Threat Analysis Center. Retrieved 28 January 2024. Marine Corps Intelligence Activity (1998). Iraq Country Handbook (PDF). U.S. Government Printing Office. Archived from the original (PDF) on 28 May 2005. Retrieved 28 January 2024. Zaloga, Steven J. (15 March 2011). M1 Abrams vs T-72 Ural: Operation Desert Storm 1991. Bloomsbury Publishing. p. 24. ISBN 978-1-84908-091-0. Zaloga, Steven J. (26 October 2023). Tanks at the Iron Curtain 1975–90: The ultimate generation of Cold War heavy armor. Bloomsbury Publishing. pp. 84–85. ISBN 978-1-4728-5382-0.",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Iraqi_Ground_Forces
List of former equipment of the Lebanese Armed Forces,This article contains all out of services arms and equipment used by the Lebanese Armed Forces since its early foundation. The items are arrange in categories according to the branch they are used in. Ground Force Air Force Navy See also List of equipment of the Lebanese Armed Forces Weapons of the Lebanese Civil War,https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Lebanese_Armed_Forces
List of former equipment of the New Zealand Army,"This article lists equipment, weapons and vehicles formerly used by the New Zealand Army. Infantry equipment Uniforms Camouflage patterns Small arms Rifles and carbines Pistols and revolvers Webley Revolver Enfield No. 2 Smith & Wesson Model 10 M1911 pistol Browning Hi-Power SIG Sauer P226 Shotguns Remington Model 870 Browning Auto-5 Submachine guns Machine guns Artillery Vehicles Tanks Reconnaissance vehicles Armoured vehicles Utility and transport vehicles See also List of individual weapons of the New Zealand Defence Force",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_New_Zealand_Army
List of former equipment of the Swiss Army,"== Swiss Army knives == The formerly issued models of the Swiss Armed Forces are: Modell 1890 Modell 1890 Ausführung 1901 Modell 1908 Modell 1951 Modell 1951 Ausführung 1954 Modell 1951 Ausführung 1957 Modell 1961 Modell 1961 Ausführung 1965 Modell 1961 Ausführung 1978 Modell 1961 Ausführung 1994 Soldier knife model 1890 The Soldier Knife model 1890 had a spear point blade, reamer, can-opener, screwdriver and grips made out of oak wood scales (handles) that were treated with rapeseed oil for greater toughness and water-repellency, which made them black in color. The wooden grips of the Modell 1890 tended to crack and chip so in 1901 these were changed to a hard reddish-brown fiber similar in appearance to wood. The knife was 100 mm (3.9 in) long, 20.5 mm (0.81 in) thick and weighed 144 g (5.1 oz). Soldier knife model 1908 The Soldier Knife model 1908 had a clip point blade rather than the 1890s spear point blade, still with the fiber scales, carbon steel tools, nickel-silver bolster, liners, and divider. The knife was 100 mm (3.9 in) long, 16.5 mm (0.65 in) thick and weighed 125 g (4.4 oz). The contract with the Swiss Army split production equally between the Victorinox and Wenger companies. Soldier knife model 1951 The soldier Knife model 1951 had fiber scales, nickel-silver bolsters, liners, and divider, and a spear point blade. This was the first Swiss Armed Forces issue model where the tools were made of stainless steel. The screwdriver now had a scraper arc on one edge. The knife was 93 mm (3.7 in) long, 13.5 mm (0.53 in) thick and weighed 90 g (3.2 oz). Soldier knife model 1961 The Soldier Knife model 1961 has a 93 mm (3.7 in) long knurled alox handle with the Swiss crest, a drop point blade, a reamer, a blade combining bottle opener, screwdriver, and wire stripper, and a combined can-opener and small screwdriver. The knife was 12 mm (0.47 in) thick and weighed 72 g (2.5 oz) The 1961 model also contains a brass spacer, which allows the knife, with the screwdriver and the reamer extended simultaneously, to be used to assemble the SIG 550 and SIG 510 assault rifles: the knife serves as a restraint to the firing pin during assembly of the lock. The Soldier Knife model 1961 was manufactured only by Victorinox and Wenger and was the first issued knife bearing the Swiss Coat of Arms on the handle. Vehicles",https://en.wikipedia.org/wiki/List_of_former_equipment_of_the_Swiss_Army
List of military equipment used by UMkhonto we Sizwe,"In the early years of its armed resistance campaign, the African National Congress and its armed wing, uMkhonto we Sizwe (MK), used whatever arms and war materiel it could lay its hands on. ANC members in exile became adept at building home-made explosives, including time bombs, from materials the movement could acquire from commercial sources. According to Nelson Mandela, as early as 1953 the ANC began sending delegations abroad to petition sympathetic governments for military aid. From the early 1960s, the ANC became more influenced by the South African Communist Party (SACP), which enjoyed close political ties to the Soviet Union. Following the SACP and ANC's formation of MK in 1961, SACP members such as Arthur Goldreich made several tours of the Soviet Union and Warsaw Pact member states to solicit military aid. Beginning in 1963, the Soviet Union became the largest contributor of war materiel and arms to MK. It supplied an estimated 36 million rubles' worth of military equipment to MK from 1963 to 1990, including pistols, rifles, machine guns, grenade launchers, and ammunition. By 1982 an estimated 90% of MK's equipment was of Soviet origin. The remainder came from other Warsaw Pact member states or sympathetic revolutionary movements; for example, MK received ex-Portuguese Uzi and Sterling submachine guns from the People's Armed Forces of Liberation of Angola (FAPLA) during the mid-1970s. The People's Liberation Army of Namibia (PLAN) also donated some arms and ammunition to MK. MK used these weapons during its economic sabotage activities inside South Africa, as well as in semi-conventional military operations in Angola and elsewhere. MK cadres were frequently sent to the Soviet Union, and to a lesser extent East Germany, to receive military training on these weapons abroad. However, the Soviet Union, East Germany, and Cuba also sent military instructors to help train MK cadres in friendly African nations where the ANC operated in exile, such as Angola, Tanzania, Uganda, and Ethiopia. MK stored most of its equipment in large arms depots located in neighbouring states around South Africa, and operated various smuggling routes to bring this materiel to its domestic insurgent cells. The materiel was smuggled across the border in small quantities and then mostly cached in major urban centers where the ANC had a large and active political following. Although the MK was never able to achieve parity in conventional weapons with the South African security forces, by the early 1990s it had stockpiled enough small arms inside the country to mount a determined guerrilla campaign indefinitely. The small arms most commonly carried by MK insurgents included TT-33 and Makarov pistols, Škorpion vz. 61 submachine guns, and Kalashnikov-pattern assault rifles. The pistols and Škorpions were always issued in much larger numbers to MK recruits than rifles, as they were considered more suitable for hit-and-run attacks and assassinations, and discouraged prolonged firefights in which the insurgents would always be at a disadvantage. During the final years of its struggle, MK complemented these weapons with Stechkin automatic pistols. In its early operations, MK also favoured the Uzi submachine gun, a number of which were recovered from its arms caches during the late 1960s. It was later superseded by the Škorpion, although MK recruits continued to be trained on the Uzi as late as 1977. The MK leadership consistently displayed a preference for compact, easily concealable weapons with more firepower than semi-automatic pistols but less cumbersome than full-sized rifles. MK amassed one of southern Africa's largest stockpiles of land mines held by a non-state entity, consisting of over 19,000 anti-tank mines, 13,000 anti-personnel mines, and 5,000 limpet mines. An air defence regiment was formed in the late 1970s under the guidance of Cuban instructors. This unit was to provide security for external MK base camps that might be targeted by Sout",https://en.wikipedia.org/wiki/List_of_military_equipment_used_by_UMkhonto_we_Sizwe
List of forts,"This is a list for articles on notable historical forts which may or may not be under current active use by a military. There are also many towns named after a Fort, the largest being Fort Worth, Texas, United States. Antigua and Barbuda Armenia Artsakh Aruba Fort Zoutman Juwana Morto Australia Sydney Harbour fortifications Other fortifications Bahamas Bahrain Bangladesh Barbados Belarus Belgium Province of Antwerp Antwerp Antwerp (historical) (1914, internal defenses) Redoute d'Oorderen Fort de Zwyndrecht Province of Liège Province of Namur Namur (1914, clockwise from E, right bank of Meuse River) Bermuda Bermuda had around 90 coastal defense forts and batteries scattered all over the island chain. Early colonial defense works constructed before the 19th century were primarily small coastal batteries built of stone having anywhere from two to ten guns. Some of these early forts and batteries are the oldest standing masonry forts in the new world. Later forts constructed by the royal engineers were much larger and more complex. Fort St. Catherine The Martellos (Towers)/Ferry Reach King's Castle Fort Victoria, Bermuda Brazil Bulgaria Cuba Batería de la Reina La Cabaña Castillo de Atarés Castillo de San Pedro de la Roca Castillo San Salvador de la Punta Morro Castle Curaçao Beekenburg Fort Amsterdam Fort Nassau Piscadera Bay Rif Fort Waterfort Canada Many buildings and structures bear the name fort in Canada. Most of these places are either military installations, or a trading post that was established by a North American fur trading company. A number of ""forts"" in northern and western Canada were also established as exploratory, or policing outposts. A number of municipalities in Canada include the term fort in their names. The municipalities that use the term fort in their name do so for historical reasons, with many of these communities resulting from the outgrowth of migrants that settled around the original fort. Many of these municipalities continue to bear use the term fort in their names, regardless of whether or not the original fortification and/or trading post still stands. Military fortifications The majority of military fortifications in Canada were built by the British, French, and Canadian armed forces. However, several military fortifications were erected by the Hudson's Bay Company, whose royal charter required them to fortify Rupert's Land. Other groups that erected military fortifications in Canada includes First Nations, Spain, and the United States. Although military fortifications were built for strategic, and other military purposes, some military fortifications in Canada also housed trading posts, or was used by fur traders. British Columbia Manitoba New Brunswick Newfoundland and Labrador Nova Scotia Ontario Prince Edward Island Fort Amherst Quebec Exploratory forts Several private entities, most notably the Hudson's Bay Company, established outposts or forts, within northern Canada for the purposes of housing exploratory expeditions to the Arctic. Forts that were built exclusively for the purposes of housing exploratory expeditions include: Fur trading forts A number of trading posts operated by fur trading companies were also referred to as forts. Fur trading companies that operated trading forts in Canada includes the Hudson's Bay Company, and the North West Company. Many of these were simply stockades, log enclosures for trading posts, although a few were former military installations which was later used by fur trading companies. Alberta British Columbia Manitoba Northwest Territories Nunavut Fort Ross Ontario Quebec Saskatchewan Yukon Law enforcement forts The North-West Mounted Police (later merged with the Dominion Police to form the Royal Canadian Mounted Police) established a number of policing outposts in western Canada during the mid to late 19th century, in an effort to provide law enforcement in the region. Forts established by the North-West Mounted Police includes: Cha",https://en.wikipedia.org/wiki/List_of_forts
List of Alpine Line ouvrages,"This is the list of all ouvrages of the Alpine Line or Little Maginot Line along the Franco-Italian border, organized by sector and type of fortification. Ouvrage translates as ""works"" in English; publications in both English and French refer to these fortifications in this manner, rather than as ""forts"". An ouvrage typically consists of a distributed series of concrete-encased strongpoints defending a region, linked by tunnels, as opposed to a fort, which typically refers to a defended surface enclosure, which may have underground galleries as an adjunct. For a list of the ouvrages of the main Maginot Line, refer to List of Maginot Line ouvrages.",https://en.wikipedia.org/wiki/List_of_Alpine_Line_ouvrages
